Date,Open,High,Low,Close,Adj Close,Volume
2002-11-07,3.901000,3.901000,3.901000,3.901000,1.500656,0
2002-11-08,3.835000,3.835000,3.835000,3.835000,1.475267,0
2002-11-11,3.682000,3.682000,3.682000,3.682000,1.416410,0
2002-11-12,3.799000,3.799000,3.799000,3.799000,1.461418,0
2002-11-13,3.852000,3.852000,3.852000,3.852000,1.481807,0
2002-11-14,4.048000,4.048000,4.048000,4.048000,1.557205,0
2002-11-15,4.045000,4.045000,4.045000,4.045000,1.556051,0
2002-11-18,4.046000,4.046000,4.046000,4.046000,1.556435,0
2002-11-19,3.965000,3.965000,3.965000,3.965000,1.525276,0
2002-11-20,4.144000,4.144000,4.144000,4.144000,1.594135,0
2002-11-21,4.364000,4.364000,4.364000,4.364000,1.678765,0
2002-11-22,4.338000,4.338000,4.338000,4.338000,1.668763,0
2002-11-25,4.401000,4.401000,4.401000,4.401000,1.692999,0
2002-11-26,4.270000,4.270000,4.270000,4.270000,1.642605,0
2002-11-27,4.445000,4.445000,4.445000,4.445000,1.709925,0
2002-11-29,4.445000,4.445000,4.445000,4.445000,1.709925,0
2002-12-02,4.431000,4.431000,4.431000,4.431000,1.704539,0
2002-12-03,4.254000,4.254000,4.254000,4.254000,1.636450,0
2002-12-04,4.136000,4.136000,4.136000,4.136000,1.591057,0
2002-12-05,4.081000,4.081000,4.081000,4.081000,1.569899,0
2002-12-06,4.097000,4.097000,4.097000,4.097000,1.576054,0
2002-12-09,3.897000,3.897000,3.897000,3.897000,1.499117,0
2002-12-10,4.004000,4.004000,4.004000,4.004000,1.540279,0
2002-12-11,4.017000,4.017000,4.017000,4.017000,1.545280,0
2002-12-12,4.026000,4.026000,4.026000,4.026000,1.548742,0
2002-12-13,3.907000,3.907000,3.907000,3.907000,1.502964,0
2002-12-16,4.023000,4.023000,4.023000,4.023000,1.547587,0
2002-12-17,4.010000,4.010000,4.010000,4.010000,1.542587,0
2002-12-18,3.859000,3.859000,3.859000,3.859000,1.484499,0
2002-12-19,3.822000,3.822000,3.822000,3.822000,1.470266,0
2002-12-20,3.874000,3.874000,3.874000,3.874000,1.490270,0
2002-12-23,3.921000,3.921000,3.921000,3.921000,1.508350,0
2002-12-24,3.883000,3.883000,3.883000,3.883000,1.493732,0
2002-12-26,3.867000,3.867000,3.867000,3.867000,1.487577,0
2002-12-27,3.813000,3.813000,3.813000,3.813000,1.466804,0
2002-12-30,3.765000,3.765000,3.765000,3.765000,1.448339,0
2002-12-31,3.770000,3.770000,3.770000,3.770000,1.450262,0
2003-01-02,3.938000,3.938000,3.938000,3.938000,1.514889,0
2003-01-03,3.970000,3.970000,3.970000,3.970000,1.527199,0
2003-01-06,4.107000,4.107000,4.107000,4.107000,1.579901,0
2003-01-07,4.178000,4.178000,4.178000,4.178000,1.607214,0
2003-01-08,4.077000,4.077000,4.077000,4.077000,1.568361,0
2003-01-09,4.204000,4.204000,4.204000,4.204000,1.617215,0
2003-01-10,4.242000,4.242000,4.242000,4.242000,1.631834,0
2003-01-13,4.214000,4.214000,4.214000,4.214000,1.621063,0
2003-01-14,4.271000,4.271000,4.271000,4.271000,1.642990,0
2003-01-15,4.204000,4.204000,4.204000,4.204000,1.617215,0
2003-01-16,4.124000,4.124000,4.124000,4.124000,1.586441,0
2003-01-17,3.938000,3.938000,3.938000,3.938000,1.514889,0
2003-01-21,3.900000,3.900000,3.900000,3.900000,1.500271,0
2003-01-22,3.880000,3.880000,3.880000,3.880000,1.492578,0
2003-01-23,4.012000,4.012000,4.012000,4.012000,1.543356,0
2003-01-24,3.867000,3.867000,3.867000,3.867000,1.487577,0
2003-01-27,3.797000,3.797000,3.797000,3.797000,1.460649,0
2003-01-28,3.862000,3.862000,3.862000,3.862000,1.485654,0
2003-01-29,3.906000,3.906000,3.906000,3.906000,1.502580,0
2003-01-30,3.767000,3.767000,3.767000,3.767000,1.449108,0
2003-01-31,3.736000,3.736000,3.736000,3.736000,1.437183,0
2003-02-03,3.761000,3.761000,3.761000,3.761000,1.446800,0
2003-02-04,3.714000,3.714000,3.714000,3.714000,1.428720,0
2003-02-05,3.698000,3.698000,3.698000,3.698000,1.422565,0
2003-02-06,3.672000,3.672000,3.672000,3.672000,1.412563,0
2003-02-07,3.607000,3.607000,3.607000,3.607000,1.387559,0
2003-02-10,3.645000,3.645000,3.645000,3.645000,1.402176,0
2003-02-11,3.653000,3.653000,3.653000,3.653000,1.405254,0
2003-02-12,3.611000,3.611000,3.611000,3.611000,1.389097,0
2003-02-13,3.603000,3.603000,3.603000,3.603000,1.386020,0
2003-02-14,3.749000,3.749000,3.749000,3.749000,1.442184,0
2003-02-18,3.891000,3.891000,3.891000,3.891000,1.496809,0
2003-02-19,3.854000,3.854000,3.854000,3.854000,1.482576,0
2003-02-20,3.856000,3.856000,3.856000,3.856000,1.483345,0
2003-02-21,3.887000,3.887000,3.887000,3.887000,1.495270,0
2003-02-24,3.821000,3.821000,3.821000,3.821000,1.469881,0
2003-02-25,3.825000,3.825000,3.825000,3.825000,1.471420,0
2003-02-26,3.726000,3.726000,3.726000,3.726000,1.433336,0
2003-02-27,3.778000,3.778000,3.778000,3.778000,1.453340,0
2003-02-28,3.844000,3.844000,3.844000,3.844000,1.478729,0
2003-03-03,3.785000,3.785000,3.785000,3.785000,1.456033,0
2003-03-04,3.732000,3.732000,3.732000,3.732000,1.435645,0
2003-03-05,3.756000,3.756000,3.756000,3.756000,1.444877,0
2003-03-06,3.734000,3.734000,3.734000,3.734000,1.436414,0
2003-03-07,3.740000,3.740000,3.740000,3.740000,1.438722,0
2003-03-10,3.655000,3.655000,3.655000,3.655000,1.406024,0
2003-03-11,3.642000,3.642000,3.642000,3.642000,1.401023,0
2003-03-12,3.672000,3.672000,3.672000,3.672000,1.412563,0
2003-03-13,3.860000,3.860000,3.860000,3.860000,1.484884,0
2003-03-14,3.846000,3.846000,3.846000,3.846000,1.479499,0
2003-03-17,4.018000,4.018000,4.018000,4.018000,1.545665,0
2003-03-18,4.045000,4.045000,4.045000,4.045000,1.556051,0
2003-03-19,4.018000,4.018000,4.018000,4.018000,1.545665,0
2003-03-20,4.043000,4.043000,4.043000,4.043000,1.555281,0
2003-03-21,4.112000,4.112000,4.112000,4.112000,1.581824,0
2003-03-24,3.952000,3.952000,3.952000,3.952000,1.520275,0
2003-03-25,4.003000,4.003000,4.003000,4.003000,1.539894,0
2003-03-26,3.981000,3.981000,3.981000,3.981000,1.531431,0
2003-03-27,3.955000,3.955000,3.955000,3.955000,1.521429,0
2003-03-28,3.910000,3.910000,3.910000,3.910000,1.504118,0
2003-03-31,3.806000,3.806000,3.806000,3.806000,1.464111,0
2003-04-01,3.829000,3.829000,3.829000,3.829000,1.472959,0
2003-04-02,3.992000,3.992000,3.992000,3.992000,1.535663,0
2003-04-03,4.003000,4.003000,4.003000,4.003000,1.539894,0
2003-04-04,3.955000,3.955000,3.955000,3.955000,1.521429,0
2003-04-07,3.993000,3.993000,3.993000,3.993000,1.536047,0
2003-04-08,3.943000,3.943000,3.943000,3.943000,1.516813,0
2003-04-09,3.872000,3.872000,3.872000,3.872000,1.489500,0
2003-04-10,3.888000,3.888000,3.888000,3.888000,1.495655,0
2003-04-11,3.866000,3.866000,3.866000,3.866000,1.487192,0
2003-04-14,3.937000,3.937000,3.937000,3.937000,1.514505,0
2003-04-15,3.956000,3.956000,3.956000,3.956000,1.521814,0
2003-04-16,4.013000,4.013000,4.013000,4.013000,1.543741,0
2003-04-17,4.116000,4.116000,4.116000,4.116000,1.583364,0
2003-04-21,4.122000,4.122000,4.122000,4.122000,1.585672,0
2003-04-22,4.203000,4.203000,4.203000,4.203000,1.616831,0
2003-04-23,4.244000,4.244000,4.244000,4.244000,1.632603,0
2003-04-24,4.203000,4.203000,4.203000,4.203000,1.616831,0
2003-04-25,4.106000,4.106000,4.106000,4.106000,1.579516,0
2003-04-28,4.184000,4.184000,4.184000,4.184000,1.609522,0
2003-04-29,4.240000,4.240000,4.240000,4.240000,1.631064,0
2003-04-30,4.218000,4.218000,4.218000,4.218000,1.622601,0
2003-05-01,4.244000,4.244000,4.244000,4.244000,1.632603,0
2003-05-02,4.354000,4.354000,4.354000,4.354000,1.674918,0
2003-05-05,4.385000,4.385000,4.385000,4.385000,1.686844,0
2003-05-06,4.442000,4.442000,4.442000,4.442000,1.708771,0
2003-05-07,4.388000,4.388000,4.388000,4.388000,1.687998,0
2003-05-08,4.340000,4.340000,4.340000,4.340000,1.669533,0
2003-05-09,4.457000,4.457000,4.457000,4.457000,1.714541,0
2003-05-12,4.536000,4.536000,4.536000,4.536000,1.744931,0
2003-05-13,4.555000,4.555000,4.555000,4.555000,1.752240,0
2003-05-14,4.542000,4.542000,4.542000,4.542000,1.747239,0
2003-05-15,4.596000,4.596000,4.596000,4.596000,1.768012,0
2003-05-16,4.584000,4.584000,4.584000,4.584000,1.763396,0
2003-05-19,4.407000,4.407000,4.407000,4.407000,1.695307,0
2003-05-20,4.389000,4.389000,4.389000,4.389000,1.688382,0
2003-05-21,4.385000,4.385000,4.385000,4.385000,1.686844,0
2003-05-22,4.459000,4.459000,4.459000,4.459000,1.715310,0
2003-05-23,4.467000,4.467000,4.467000,4.467000,1.718388,0
2003-05-27,4.617000,4.617000,4.617000,4.617000,1.776091,0
2003-05-28,4.645000,4.645000,4.645000,4.645000,1.786862,0
2003-05-29,4.698000,4.698000,4.698000,4.698000,1.807250,0
2003-05-30,4.756000,4.756000,4.756000,4.756000,1.829561,0
2003-06-02,4.746000,4.746000,4.746000,4.746000,1.825715,0
2003-06-03,4.749000,4.749000,4.749000,4.749000,1.826869,0
2003-06-04,4.876000,4.876000,4.876000,4.876000,1.875724,0
2003-06-05,4.915000,4.915000,4.915000,4.915000,1.890726,0
2003-06-06,4.860000,4.860000,4.860000,4.860000,1.869569,0
2003-06-09,4.774000,4.774000,4.774000,4.774000,1.836486,0
2003-06-10,4.832000,4.832000,4.832000,4.832000,1.858798,0
2003-06-11,4.861000,4.861000,4.861000,4.861000,1.869954,0
2003-06-12,4.886000,4.886000,4.886000,4.886000,1.879571,0
2003-06-13,4.779000,4.779000,4.779000,4.779000,1.838409,0
2003-06-16,4.881000,4.881000,4.881000,4.881000,1.877648,0
2003-06-17,4.916000,4.916000,4.916000,4.916000,1.891111,0
2003-06-18,4.983000,4.983000,4.983000,4.983000,1.916885,0
2003-06-19,4.925000,4.925000,4.925000,4.925000,1.894574,0
2003-06-20,4.885000,4.885000,4.885000,4.885000,1.879186,0
2003-06-23,4.765000,4.765000,4.765000,4.765000,1.833024,0
2003-06-24,4.732000,4.732000,4.732000,4.732000,1.820330,0
2003-06-25,4.734000,4.734000,4.734000,4.734000,1.821099,0
2003-06-26,4.834000,4.834000,4.834000,4.834000,1.859567,0
2003-06-27,4.799000,4.799000,4.799000,4.799000,1.846103,0
2003-06-30,4.792000,4.792000,4.792000,4.792000,1.843411,0
2003-07-01,4.854000,4.854000,4.854000,4.854000,1.867261,0
2003-07-02,4.996000,4.996000,4.996000,4.996000,1.921886,0
2003-07-03,4.943000,4.943000,4.943000,4.943000,1.901498,0
2003-07-07,5.145000,5.145000,5.145000,5.145000,1.979204,0
2003-07-08,5.222000,5.222000,5.222000,5.222000,2.008825,0
2003-07-09,5.244000,5.244000,5.244000,5.244000,2.017288,0
2003-07-10,5.112000,5.112000,5.112000,5.112000,1.966510,0
2003-07-11,5.155000,5.155000,5.155000,5.155000,1.983051,0
2003-07-14,5.231000,5.231000,5.231000,5.231000,2.012287,0
2003-07-15,5.220000,5.220000,5.220000,5.220000,2.008056,0
2003-07-16,5.185000,5.185000,5.185000,5.185000,1.994592,0
2003-07-17,4.996000,4.996000,4.996000,4.996000,1.921886,0
2003-07-18,5.025000,5.025000,5.025000,5.025000,1.933042,0
2003-07-21,4.936000,4.936000,4.936000,4.936000,1.898805,0
2003-07-22,5.039000,5.039000,5.039000,5.039000,1.938428,0
2003-07-23,5.059000,5.059000,5.059000,5.059000,1.946121,0
2003-07-24,5.005000,5.005000,5.005000,5.005000,1.925349,0
2003-07-25,5.076000,5.076000,5.076000,5.076000,1.952661,0
2003-07-28,5.100000,5.100000,5.100000,5.100000,1.961893,0
2003-07-29,5.061000,5.061000,5.061000,5.061000,1.946891,0
2003-07-30,5.008000,5.008000,5.008000,5.008000,1.926502,0
2003-07-31,5.073000,5.073000,5.073000,5.073000,1.951507,0
2003-08-01,5.059000,5.059000,5.059000,5.059000,1.946121,0
2003-08-04,5.055000,5.055000,5.055000,5.055000,1.944583,0
2003-08-05,4.939000,4.939000,4.939000,4.939000,1.899959,0
2003-08-06,4.879000,4.879000,4.879000,4.879000,1.876878,0
2003-08-07,4.859000,4.859000,4.859000,4.859000,1.869185,0
2003-08-08,4.819000,4.819000,4.819000,4.819000,1.853797,0
2003-08-11,4.878000,4.878000,4.878000,4.878000,1.876493,0
2003-08-12,4.956000,4.956000,4.956000,4.956000,1.906499,0
2003-08-13,4.976000,4.976000,4.976000,4.976000,1.914193,0
2003-08-14,5.005000,5.005000,5.005000,5.005000,1.925349,0
2003-08-15,5.020000,5.020000,5.020000,5.020000,1.931119,0
2003-08-18,5.157000,5.157000,5.157000,5.157000,1.983820,0
2003-08-19,5.245000,5.245000,5.245000,5.245000,2.017673,0
2003-08-20,5.219000,5.219000,5.219000,5.219000,2.007671,0
2003-08-21,5.287000,5.287000,5.287000,5.287000,2.033830,0
2003-08-22,5.289000,5.289000,5.289000,5.289000,2.034599,0
2003-08-25,5.258000,5.258000,5.258000,5.258000,2.022674,0
2003-08-26,5.287000,5.287000,5.287000,5.287000,2.033830,0
2003-08-27,5.358000,5.358000,5.358000,5.358000,2.061142,0
2003-08-28,5.428000,5.428000,5.428000,5.428000,2.088070,0
2003-08-29,5.463000,5.463000,5.463000,5.463000,2.101534,0
2003-09-02,5.564000,5.564000,5.564000,5.564000,2.140387,0
2003-09-03,5.609000,5.609000,5.609000,5.609000,2.157699,0
2003-09-04,5.659000,5.659000,5.659000,5.659000,2.176933,0
2003-09-05,5.654000,5.654000,5.654000,5.654000,2.175009,0
2003-09-08,5.777000,5.777000,5.777000,5.777000,2.222325,0
2003-09-09,5.707000,5.707000,5.707000,5.707000,2.195397,0
2003-09-10,5.502000,5.502000,5.502000,5.502000,2.116537,0
2003-09-11,5.562000,5.562000,5.562000,5.562000,2.139618,0
2003-09-12,5.586000,5.586000,5.586000,5.586000,2.148851,0
2003-09-15,5.533000,5.533000,5.533000,5.533000,2.128462,0
2003-09-16,5.697000,5.697000,5.697000,5.697000,2.191551,0
2003-09-17,5.687000,5.687000,5.687000,5.687000,2.187703,0
2003-09-18,5.778000,5.778000,5.778000,5.778000,2.222709,0
2003-09-19,5.779000,5.779000,5.779000,5.779000,2.223094,0
2003-09-22,5.663000,5.663000,5.663000,5.663000,2.178471,0
2003-09-23,5.752000,5.752000,5.752000,5.752000,2.212708,0
2003-09-24,5.556000,5.556000,5.556000,5.556000,2.137310,0
2003-09-25,5.479000,5.479000,5.479000,5.479000,2.107689,0
2003-09-26,5.418000,5.418000,5.418000,5.418000,2.084224,0
2003-09-29,5.518000,5.518000,5.518000,5.518000,2.122692,0
2003-09-30,5.375000,5.375000,5.375000,5.375000,2.067682,0
2003-10-01,5.487000,5.487000,5.487000,5.487000,2.110766,0
2003-10-02,5.517000,5.517000,5.517000,5.517000,2.122308,0
2003-10-03,5.687000,5.687000,5.687000,5.687000,2.187703,0
2003-10-06,5.741000,5.741000,5.741000,5.741000,2.208476,0
2003-10-07,5.801000,5.801000,5.801000,5.801000,2.231557,0
2003-10-08,5.753000,5.753000,5.753000,5.753000,2.213092,0
2003-10-09,5.828000,5.828000,5.828000,5.828000,2.241944,0
2003-10-10,5.858000,5.858000,5.858000,5.858000,2.253485,0
2003-10-13,5.918000,5.918000,5.918000,5.918000,2.276566,0
2003-10-14,5.944000,5.944000,5.944000,5.944000,2.286567,0
2003-10-15,5.963000,5.963000,5.963000,5.963000,2.293876,0
2003-10-16,5.978000,5.978000,5.978000,5.978000,2.299647,0
2003-10-17,5.881000,5.881000,5.881000,5.881000,2.262332,0
2003-10-20,5.941000,5.941000,5.941000,5.941000,2.285414,0
2003-10-21,6.008000,6.008000,6.008000,6.008000,2.311188,0
2003-10-22,5.841000,5.841000,5.841000,5.841000,2.246945,0
2003-10-23,5.774000,5.774000,5.774000,5.774000,2.221171,0
2003-10-24,5.699000,5.699000,5.699000,5.699000,2.192320,0
2003-10-27,5.753000,5.753000,5.753000,5.753000,2.213092,0
2003-10-28,5.942000,5.942000,5.942000,5.942000,2.285798,0
2003-10-29,6.006000,6.006000,6.006000,6.006000,2.310418,0
2003-10-30,5.988000,5.988000,5.988000,5.988000,2.303494,0
2003-10-31,5.964000,5.964000,5.964000,5.964000,2.294261,0
2003-11-03,6.107000,6.107000,6.107000,6.107000,2.349272,0
2003-11-04,6.082000,6.082000,6.082000,6.082000,2.339654,0
