Date,Open,High,Low,Close,Adj Close,Volume
2002-11-07,66.330002,66.330002,66.330002,66.330002,26.263809,0
2002-11-08,64.660004,64.660004,64.660004,64.660004,25.602570,0
2002-11-11,63.380001,63.380001,63.380001,63.380001,25.095736,0
2002-11-12,64.250000,64.250000,64.250000,64.250000,25.440222,0
2002-11-13,64.010002,64.010002,64.010002,64.010002,25.345190,0
2002-11-14,66.230003,66.230003,66.230003,66.230003,26.224215,0
2002-11-15,66.750000,66.750000,66.750000,66.750000,26.430105,0
2002-11-18,66.220001,66.220001,66.220001,66.220001,26.220259,0
2002-11-19,65.589996,65.589996,65.589996,65.589996,25.970798,0
2002-11-20,67.180000,67.180000,67.180000,67.180000,26.600372,0
2002-11-21,69.209999,69.209999,69.209999,69.209999,27.404160,0
2002-11-22,69.230003,69.230003,69.230003,69.230003,27.412090,0
2002-11-25,68.930000,68.930000,68.930000,68.930000,27.293293,0
2002-11-26,67.019997,67.019997,67.019997,67.019997,26.537018,0
2002-11-27,69.330002,69.330002,69.330002,69.330002,27.451681,0
2002-11-29,69.330002,69.330002,69.330002,69.330002,27.461185,0
2002-12-02,69.330002,69.330002,69.330002,69.330002,27.461185,0
2002-12-03,67.709999,67.709999,67.709999,67.709999,26.819515,0
2002-12-04,67.010002,67.010002,67.010002,67.010002,26.542255,0
2002-12-05,66.779999,66.779999,66.779999,66.779999,26.451145,0
2002-12-06,66.720001,66.720001,66.720001,66.720001,26.427389,0
2002-12-09,64.459999,64.459999,64.459999,64.459999,25.532211,0
2002-12-10,65.089996,65.089996,65.089996,65.089996,25.781742,0
2002-12-11,64.989998,64.989998,64.989998,64.989998,25.742140,0
2002-12-12,65.730003,65.730003,65.730003,65.730003,26.035250,0
2002-12-13,64.309998,64.309998,64.309998,64.309998,25.472801,0
2002-12-16,66.199997,66.199997,66.199997,66.199997,26.221407,0
2002-12-17,65.769997,65.769997,65.769997,65.769997,26.051094,0
2002-12-18,64.629997,64.629997,64.629997,64.629997,25.599545,0
2002-12-19,64.169998,64.169998,64.169998,64.169998,25.417343,0
2002-12-20,64.529999,64.529999,64.529999,64.529999,25.559940,0
2002-12-23,65.370003,65.370003,65.370003,65.370003,25.892658,0
2002-12-24,64.860001,64.860001,64.860001,64.860001,25.690647,0
2002-12-26,64.529999,64.529999,64.529999,64.529999,25.559940,0
2002-12-27,63.040001,63.040001,63.040001,63.040001,24.969759,0
2002-12-30,62.790001,62.790001,62.790001,62.790001,24.870733,0
2002-12-31,63.000000,63.000000,63.000000,63.000000,24.953913,0
2003-01-02,65.239998,65.239998,65.239998,65.239998,25.841166,0
2003-01-03,65.580002,65.580002,65.580002,65.580002,25.975830,0
2003-01-06,66.529999,66.529999,66.529999,66.529999,26.352127,0
2003-01-07,66.300003,66.300003,66.300003,66.300003,26.261028,0
2003-01-08,65.040001,65.040001,65.040001,65.040001,25.761944,0
2003-01-09,66.349998,66.349998,66.349998,66.349998,26.280828,0
2003-01-10,67.410004,67.410004,67.410004,67.410004,26.700691,0
2003-01-13,67.250000,67.250000,67.250000,67.250000,26.637314,0
2003-01-14,67.709999,67.709999,67.709999,67.709999,26.819515,0
2003-01-15,67.309998,67.309998,67.309998,67.309998,26.661077,0
2003-01-16,67.430000,67.430000,67.430000,67.430000,26.708612,0
2003-01-17,66.230003,66.230003,66.230003,66.230003,26.233297,0
2003-01-21,65.120003,65.120003,65.120003,65.120003,25.793631,0
2003-01-22,64.730003,64.730003,64.730003,64.730003,25.639156,0
2003-01-23,65.610001,65.610001,65.610001,65.610001,25.987719,0
2003-01-24,63.900002,63.900002,63.900002,63.900002,25.310398,0
2003-01-27,62.430000,62.430000,62.430000,62.430000,24.728140,0
2003-01-28,63.279999,63.279999,63.279999,63.279999,25.064819,0
2003-01-29,64.019997,64.019997,64.019997,64.019997,25.357927,0
2003-01-30,62.279999,62.279999,62.279999,62.279999,24.668724,0
2003-01-31,62.930000,62.930000,62.930000,62.930000,24.934193,0
2003-02-03,62.849998,62.849998,62.849998,62.849998,24.902493,0
